comuna,ica,fecha,id
comuna 7,22,2024-06-25,31922
comuna 5,89,2024-06-23,19115
comuna 2,68,2024-01-30,45022
comuna 2,44,2024-06-23,32934
comuna 5,28,2024-06-23,18594
comuna 1,32,2024-06-25,37555
comuna 12,86,2024-06-23,9464
comuna 13,18,2024-01-30,20931
comuna 2,44,2024-01-30,33497
comuna 10,12,2024-06-23,20082
comuna 10,66,2024-06-25,34957
comuna 8,16,2024-06-23,20068
comuna 15,96,2024-07-31,43800
comuna 8,45,2024-07-31,40335
comuna 8,47,2024-01-30,46752
comuna 5,40,2024-06-23,2894
comuna 7,55,2024-06-23,45527
comuna 14,46,2024-07-31,25640
comuna 3,81,2024-06-23,22933
comuna 3,46,2024-06-25,29876
comuna 7,63,2024-01-30,27340
comuna 1,97,2024-01-30,29346
comuna 7,11,2024-06-25,47663
comuna 8,71,2024-06-23,34396
comuna 16,64,2024-06-23,3329
comuna 7,45,2024-07-31,48333
comuna 5,98,2024-01-30,21716
comuna 6,75,2024-07-31,36474
comuna 2,64,2024-01-30,29631
comuna 1,94,2024-01-30,23048
comuna 5,76,2024-06-23,49300
comuna 10,63,2024-01-30,30350
comuna 3,85,2024-06-23,16961
comuna 8,42,2024-01-30,2441
comuna 11,33,2024-06-23,44123
comuna 13,86,2024-06-25,39252
comuna 5,40,2024-07-31,37718
comuna 1,41,2024-06-23,24186
comuna 11,15,2024-07-31,22921
comuna 11,39,2024-07-31,2840
comuna 10,78,2024-07-31,35881
comuna 15,33,2024-06-23,8555
comuna 16,59,2024-06-25,9732
comuna 7,47,2024-06-25,10412
comuna 16,68,2024-07-31,8530
comuna 13,59,2024-07-31,29700
comuna 10,34,2024-07-31,42963
comuna 13,65,2024-06-25,28193
comuna 1,70,2024-07-31,14160
comuna 9,35,2024-06-25,38882
comuna 11,64,2024-06-23,19129
comuna 16,20,2024-01-30,27678
comuna 8,100,2024-06-23,49724
comuna 13,83,2024-01-30,15059
comuna 8,38,2024-01-30,45171
comuna 13,52,2024-06-25,33013
comuna 5,58,2024-06-25,12267
comuna 16,19,2024-01-30,19405
comuna 16,67,2024-01-30,34703
comuna 3,50,2024-06-23,27205
comuna 5,38,2024-06-23,41964
comuna 2,86,2024-07-31,22393
comuna 9,96,2024-01-30,22498
comuna 8,15,2024-01-30,19252
comuna 6,72,2024-07-31,12410
comuna 6,49,2024-06-25,34759
comuna 8,42,2024-07-31,45466
comuna 3,54,2024-06-23,9332
comuna 6,68,2024-01-30,3083
comuna 3,39,2024-06-25,42021
comuna 11,25,2024-06-25,45543
comuna 6,30,2024-07-31,2635
comuna 8,76,2024-06-23,5881
comuna 3,79,2024-07-31,18301
comuna 15,14,2024-06-23,4269
comuna 3,87,2024-06-23,48448
comuna 3,26,2024-07-31,3687
comuna 13,28,2024-07-31,44708
comuna 11,65,2024-01-30,7085
comuna 3,18,2024-06-25,38634
comuna 8,97,2024-06-25,29669
comuna 7,32,2024-06-23,26759
comuna 5,99,2024-06-25,3425
comuna 8,73,2024-07-31,31867
comuna 11,42,2024-06-25,3722
comuna 14,91,2024-06-25,23999
comuna 4,79,2024-06-23,3608
comuna 15,47,2024-07-31,16552
comuna 3,78,2024-01-30,29473
comuna 16,87,2024-06-23,28756
comuna 15,33,2024-06-25,49060
comuna 15,73,2024-06-25,35294
comuna 11,85,2024-07-31,27417
comuna 7,40,2024-06-25,2502
comuna 5,67,2024-07-31,6532
comuna 9,78,2024-01-30,9353
comuna 5,80,2024-07-31,32169
comuna 16,36,2024-06-23,42445
comuna 10,67,2024-07-31,14150
comuna 13,90,2024-06-25,12351
comuna 14,86,2024-01-30,37220
comuna 11,48,2024-07-31,37760
comuna 2,17,2024-07-31,27878
comuna 16,26,2024-06-23,44801
comuna 12,82,2024-01-30,35548
comuna 7,56,2024-06-23,38531
comuna 3,56,2024-06-25,48796
comuna 10,37,2024-01-30,45368
comuna 16,64,2024-06-23,49111
comuna 5,74,2024-06-23,23980
comuna 14,87,2024-06-25,48726
comuna 7,37,2024-07-31,29754
comuna 14,40,2024-07-31,3231
comuna 8,81,2024-06-23,6228
comuna 11,64,2024-07-31,18685
comuna 5,71,2024-06-25,47227
comuna 2,37,2024-06-23,46344
comuna 12,91,2024-07-31,31631
comuna 1,86,2024-01-30,3374
comuna 15,19,2024-07-31,15294
comuna 12,59,2024-06-23,39755
comuna 8,86,2024-01-30,46863
comuna 1,77,2024-06-23,30784
comuna 14,66,2024-07-31,21473
comuna 15,36,2024-06-25,47716
comuna 9,34,2024-07-31,3992
comuna 13,89,2024-06-23,46834
comuna 2,69,2024-01-30,12421
comuna 5,60,2024-06-23,49913
comuna 11,54,2024-06-25,36908
comuna 6,32,2024-06-23,49743
comuna 4,29,2024-06-23,10166
comuna 13,49,2024-07-31,48850
comuna 13,55,2024-06-23,41040
comuna 11,99,2024-07-31,15319
comuna 15,46,2024-07-31,26556
comuna 1,40,2024-06-25,12209
comuna 2,33,2024-06-23,689
comuna 9,13,2024-07-31,13145
comuna 11,34,2024-06-25,44778
comuna 5,81,2024-01-30,20297
comuna 10,67,2024-07-31,27970
comuna 10,12,2024-01-30,35386
comuna 14,72,2024-07-31,33409
comuna 6,97,2024-06-25,43134
comuna 15,28,2024-07-31,8142
comuna 3,68,2024-06-25,29451
comuna 1,10,2024-01-30,19737
comuna 4,33,2024-07-31,44808
comuna 4,90,2024-01-30,31599
comuna 15,12,2024-07-31,38849
comuna 3,78,2024-07-31,11992
comuna 12,51,2024-06-25,28459
comuna 5,99,2024-07-31,711
comuna 11,34,2024-06-25,36962
comuna 11,13,2024-06-25,27252
comuna 6,83,2024-06-23,42865
comuna 6,98,2024-06-23,2513
comuna 10,96,2024-06-23,33298
comuna 14,28,2024-01-30,7988
comuna 8,39,2024-01-30,30900
comuna 4,26,2024-06-25,31884
comuna 6,74,2024-06-25,38749
comuna 4,91,2024-01-30,10781
comuna 14,23,2024-06-23,3666
comuna 11,66,2024-06-23,35718
comuna 2,50,2024-06-23,16567
comuna 14,68,2024-01-30,42467
comuna 3,70,2024-06-23,30438
comuna 3,96,2024-07-31,37330
comuna 11,29,2024-01-30,5077
comuna 14,54,2024-07-31,25093
comuna 3,91,2024-06-25,11323
comuna 14,94,2024-01-30,2622
comuna 5,50,2024-01-30,23900
comuna 15,12,2024-01-30,45793
comuna 11,46,2024-01-30,14354
comuna 9,42,2024-06-25,33756
comuna 9,42,2024-06-25,22747
comuna 1,56,2024-07-31,29349
comuna 6,22,2024-06-23,27733
comuna 10,15,2024-01-30,30426
comuna 13,89,2024-06-25,8641
comuna 3,25,2024-07-31,15170
comuna 12,61,2024-06-23,26162
comuna 6,52,2024-06-25,14106
comuna 16,16,2024-06-23,32552
comuna 13,31,2024-06-23,47412
comuna 15,80,2024-06-25,31633
comuna 1,84,2024-07-31,2870
comuna 5,25,2024-07-31,15547
comuna 2,90,2024-01-30,45408
comuna 5,15,2024-07-31,24523
comuna 3,95,2024-07-31,33149
comuna 12,39,2024-01-30,5212
comuna 9,65,2024-06-25,4353
comuna 11,45,2024-01-30,4599
comuna 8,17,2024-01-30,30773
comuna 9,59,2024-07-31,18251
comuna 3,24,2024-07-31,38059
comuna 6,38,2024-06-25,44756
comuna 15,29,2024-06-25,37814
comuna 7,100,2024-07-31,26842
comuna 3,32,2024-06-25,30798
comuna 8,98,2024-06-23,17237
comuna 10,54,2024-01-30,21926
comuna 11,67,2024-01-30,48007
comuna 15,69,2024-06-23,19732
comuna 8,78,2024-01-30,15810
comuna 14,24,2024-01-30,38659
comuna 4,12,2024-06-23,42184
comuna 2,56,2024-06-23,18414
comuna 9,28,2024-01-30,1513
comuna 15,90,2024-07-31,27050
comuna 4,78,2024-07-31,4232
comuna 16,13,2024-06-25,22692
comuna 4,10,2024-01-30,9443
comuna 9,65,2024-07-31,28557
comuna 6,52,2024-06-23,23908
comuna 6,84,2024-06-23,49730
comuna 7,34,2024-07-31,314
comuna 7,43,2024-06-25,29859
comuna 6,19,2024-06-25,7890
comuna 3,29,2024-06-23,38607
comuna 9,27,2024-06-23,2570
comuna 5,82,2024-01-30,5106
comuna 14,28,2024-06-23,39594
comuna 3,23,2024-06-23,64
comuna 10,40,2024-07-31,46919
comuna 1,59,2024-01-30,8995
comuna 6,93,2024-06-25,49872
comuna 15,35,2024-01-30,3916
comuna 14,11,2024-06-25,30918
comuna 5,24,2024-07-31,23496
comuna 6,95,2024-01-30,41631
comuna 9,89,2024-06-25,28067
comuna 13,74,2024-06-25,31870
comuna 15,74,2024-01-30,43157
comuna 8,16,2024-01-30,43693
comuna 11,20,2024-01-30,20261
comuna 14,49,2024-06-23,47174
comuna 11,44,2024-06-25,9638
comuna 10,21,2024-06-23,4952
comuna 10,85,2024-06-23,25719
comuna 9,22,2024-06-23,21424
comuna 5,73,2024-01-30,21112
comuna 4,19,2024-06-23,46589
comuna 1,80,2024-07-31,22042
comuna 15,56,2024-01-30,41399
comuna 12,90,2024-06-25,5526
comuna 2,65,2024-01-30,27482
comuna 15,16,2024-06-25,49487
comuna 5,57,2024-07-31,32639
comuna 8,76,2024-06-25,5420
comuna 3,26,2024-07-31,6455
comuna 10,89,2024-06-25,19594
comuna 2,80,2024-06-23,19778
comuna 15,90,2024-06-23,48468
comuna 12,61,2024-06-23,31965
comuna 15,89,2024-07-31,35413
comuna 2,63,2024-06-23,37751
comuna 3,91,2024-07-31,27003
comuna 6,54,2024-06-23,38387
comuna 13,14,2024-01-30,32986
comuna 12,47,2024-07-31,20573
comuna 10,16,2024-01-30,28664
comuna 6,59,2024-07-31,1473
comuna 11,64,2024-07-31,40263
comuna 10,70,2024-07-31,42557
comuna 7,70,2024-01-30,49876
comuna 6,19,2024-06-23,40243
comuna 11,61,2024-01-30,39218
comuna 10,73,2024-06-25,30421
comuna 6,35,2024-06-23,19499
comuna 11,82,2024-06-25,13474
comuna 7,96,2024-01-30,26725
comuna 11,17,2024-07-31,36223
comuna 9,38,2024-07-31,46720
comuna 9,51,2024-06-23,7960
comuna 1,87,2024-06-23,35542
comuna 2,60,2024-07-31,43619
comuna 15,40,2024-01-30,20979
comuna 4,71,2024-01-30,26598
comuna 2,36,2024-01-30,18956
comuna 16,46,2024-06-25,34423
comuna 16,71,2024-01-30,24342
comuna 16,56,2024-07-31,17577
comuna 16,25,2024-07-31,43095
comuna 6,43,2024-06-23,6563
comuna 9,38,2024-01-30,47963
comuna 13,40,2024-06-23,36312
comuna 11,68,2024-06-23,23351
comuna 12,35,2024-07-31,39755
comuna 8,94,2024-07-31,24068
comuna 4,14,2024-01-30,27088
comuna 7,73,2024-06-23,45662
comuna 14,58,2024-06-23,9513
comuna 2,48,2024-07-31,23366
comuna 9,90,2024-01-30,2141
comuna 6,23,2024-07-31,34863
comuna 13,92,2024-06-25,42791
comuna 8,14,2024-06-23,25228
comuna 8,74,2024-06-25,20970
comuna 12,68,2024-06-25,3013
comuna 10,74,2024-01-30,30997
comuna 10,10,2024-06-25,21184
comuna 4,70,2024-01-30,2353
comuna 15,74,2024-01-30,27720
comuna 1,11,2024-06-23,47366
comuna 4,87,2024-06-23,48548
comuna 13,61,2024-07-31,7189
comuna 5,27,2024-01-30,12390
comuna 16,84,2024-01-30,2540
comuna 7,43,2024-07-31,17937
comuna 4,90,2024-01-30,13381
comuna 9,71,2024-07-31,7721
comuna 7,89,2024-06-25,48224
comuna 1,27,2024-06-25,47201
comuna 2,70,2024-01-30,16237
comuna 11,50,2024-06-25,20502
comuna 14,88,2024-01-30,21503
comuna 6,25,2024-06-25,24382
comuna 16,24,2024-07-31,33739
comuna 5,64,2024-07-31,34426
comuna 11,68,2024-06-23,24069
comuna 5,52,2024-01-30,29888
comuna 14,64,2024-01-30,21549
comuna 2,57,2024-06-23,44727
comuna 15,61,2024-06-25,40718
comuna 4,99,2024-01-30,9616
comuna 8,85,2024-06-23,21534
comuna 12,44,2024-01-30,34911
comuna 7,73,2024-07-31,33408
comuna 4,90,2024-06-23,21384
comuna 16,71,2024-06-25,21411
comuna 15,92,2024-01-30,46272
comuna 1,86,2024-01-30,48911
comuna 13,69,2024-06-23,24680
comuna 10,12,2024-07-31,43410
comuna 12,63,2024-07-31,45438
comuna 8,38,2024-06-25,5722
comuna 12,98,2024-06-23,817
comuna 4,95,2024-06-25,2966
comuna 9,45,2024-01-30,28223
comuna 10,97,2024-06-25,41174
comuna 14,66,2024-01-30,6338
comuna 14,97,2024-06-23,30575
comuna 3,65,2024-06-23,21927
comuna 6,25,2024-06-23,468
comuna 1,41,2024-06-23,799
comuna 3,61,2024-07-31,30011
comuna 10,69,2024-07-31,46290
comuna 12,14,2024-01-30,9764
comuna 15,24,2024-07-31,27797
comuna 11,75,2024-06-23,19163
comuna 14,16,2024-01-30,12328
comuna 11,63,2024-06-23,13804
comuna 2,72,2024-01-30,43942
comuna 6,94,2024-06-23,10196
comuna 5,100,2024-07-31,395
comuna 10,14,2024-06-23,10813
comuna 6,67,2024-07-31,49212
comuna 10,35,2024-01-30,33423
comuna 5,46,2024-06-23,20500
comuna 2,62,2024-06-23,21033
comuna 16,80,2024-06-25,41167
comuna 5,20,2024-06-23,44143
comuna 3,92,2024-06-23,12417
comuna 10,66,2024-01-30,21578
comuna 14,39,2024-06-25,7720
comuna 8,97,2024-06-23,31037
comuna 11,11,2024-01-30,38680
comuna 4,69,2024-07-31,4946
comuna 8,50,2024-01-30,19463
comuna 11,48,2024-06-25,1609
comuna 14,54,2024-01-30,15929
comuna 12,40,2024-06-23,30749
comuna 14,78,2024-07-31,41679
comuna 8,65,2024-07-31,2107
comuna 6,81,2024-01-30,24416
comuna 2,22,2024-01-30,40137
comuna 5,56,2024-01-30,39541
comuna 11,56,2024-06-23,45201
comuna 6,50,2024-01-30,24480
comuna 10,10,2024-01-30,6645
comuna 4,65,2024-07-31,15898
comuna 2,38,2024-01-30,23522
comuna 5,56,2024-06-23,30398
comuna 16,68,2024-06-23,34552
comuna 3,63,2024-06-23,39051
comuna 4,19,2024-01-30,4383
comuna 13,68,2024-06-23,6309
comuna 11,66,2024-07-31,40571
comuna 5,70,2024-07-31,19288
comuna 12,62,2024-06-23,37431
comuna 1,90,2024-06-25,10180
comuna 5,10,2024-06-23,15416
comuna 6,15,2024-07-31,39500
comuna 7,85,2024-07-31,47834
comuna 6,28,2024-06-23,30420
comuna 11,91,2024-06-23,13529
comuna 2,64,2024-01-30,15287
comuna 1,33,2024-06-25,1507
comuna 7,53,2024-06-25,14666
comuna 3,90,2024-07-31,31403
comuna 5,37,2024-06-23,14022
comuna 16,99,2024-07-31,42271
comuna 1,88,2024-06-25,7136
comuna 7,89,2024-07-31,48793
comuna 10,76,2024-07-31,36657
comuna 13,61,2024-01-30,16920
comuna 3,11,2024-06-23,11183
comuna 5,83,2024-06-25,1835
comuna 3,100,2024-07-31,30706
comuna 9,74,2024-06-25,22451
comuna 3,84,2024-07-31,26995
comuna 4,30,2024-06-25,32040
comuna 7,86,2024-06-25,27525
comuna 5,65,2024-06-23,44387
comuna 8,59,2024-06-25,41021
comuna 6,90,2024-01-30,1846
comuna 14,53,2024-01-30,11781
comuna 10,16,2024-06-23,46411
comuna 16,82,2024-07-31,36836
comuna 12,85,2024-06-23,24646
comuna 13,94,2024-01-30,938
comuna 2,30,2024-07-31,6951
comuna 3,36,2024-06-25,15635
comuna 9,51,2024-07-31,48862
comuna 14,97,2024-07-31,38586
comuna 6,59,2024-01-30,5633
comuna 9,29,2024-06-25,38354
comuna 16,91,2024-06-23,14567
comuna 15,58,2024-07-31,25013
comuna 7,94,2024-06-23,44526
comuna 14,51,2024-07-31,36187
comuna 2,34,2024-06-23,22548
comuna 10,69,2024-06-23,10514
comuna 9,79,2024-06-25,11925
comuna 2,65,2024-01-30,43227
comuna 12,60,2024-01-30,16833
comuna 4,31,2024-06-23,37250
comuna 9,66,2024-01-30,35973
comuna 10,76,2024-07-31,16480
comuna 14,93,2024-06-23,9220
comuna 4,38,2024-07-31,21023
comuna 8,16,2024-06-25,8257
comuna 1,54,2024-06-25,17498
comuna 15,26,2024-01-30,18255
comuna 6,73,2024-01-30,41089
comuna 11,35,2024-06-25,17356
comuna 12,11,2024-06-23,16311
comuna 5,17,2024-06-25,28813
comuna 12,73,2024-06-23,15700
comuna 2,30,2024-06-25,29624
comuna 4,60,2024-06-23,29509
comuna 11,62,2024-07-31,16928
comuna 13,100,2024-01-30,3953
comuna 12,12,2024-01-30,26296
comuna 7,84,2024-06-25,33258
comuna 5,64,2024-07-31,3062
comuna 9,79,2024-06-23,15201
comuna 7,85,2024-01-30,44237
comuna 5,42,2024-06-25,25573
comuna 2,19,2024-07-31,7802
comuna 12,55,2024-01-30,4276
comuna 5,30,2024-07-31,11077
comuna 12,54,2024-06-23,7139
comuna 16,25,2024-06-25,22005
comuna 2,99,2024-06-23,35311
comuna 1,68,2024-01-30,35952
comuna 2,53,2024-06-25,44866
comuna 15,66,2024-06-23,9532
comuna 3,90,2024-07-31,46463
comuna 1,14,2024-06-25,29066
comuna 3,30,2024-06-23,3739
comuna 4,80,2024-06-25,46374
comuna 4,29,2024-07-31,15575
comuna 15,79,2024-06-23,15932
comuna 2,70,2024-06-25,22105
comuna 11,27,2024-07-31,8519
comuna 7,63,2024-01-30,48328
comuna 5,67,2024-06-23,22521
comuna 10,90,2024-06-25,45274
comuna 5,77,2024-07-31,46136
comuna 6,21,2024-07-31,19945
comuna 1,72,2024-01-30,47208
comuna 1,93,2024-06-25,18379
comuna 5,48,2024-01-30,34234
comuna 3,61,2024-07-31,35019
comuna 1,10,2024-06-23,47273
comuna 15,70,2024-06-23,49277
comuna 4,43,2024-07-31,45975
comuna 7,82,2024-06-23,8278
comuna 3,61,2024-01-30,19099
comuna 9,13,2024-07-31,44004
comuna 6,97,2024-06-23,10213
comuna 14,14,2024-06-25,46223
comuna 10,62,2024-01-30,34723
comuna 13,21,2024-07-31,24279
comuna 4,62,2024-01-30,38058
comuna 3,74,2024-01-30,40910
comuna 7,29,2024-06-25,16679
comuna 11,70,2024-06-23,6551
comuna 5,76,2024-01-30,42659
comuna 15,43,2024-06-23,17216
comuna 3,59,2024-06-25,47427
comuna 1,68,2024-07-31,11708
comuna 2,10,2024-06-25,43488
comuna 2,21,2024-01-30,26363
comuna 5,16,2024-06-23,24687
comuna 15,55,2024-01-30,18318
comuna 16,32,2024-06-25,49248
comuna 1,43,2024-06-25,10138
comuna 10,59,2024-07-31,3307
comuna 7,86,2024-01-30,40321
comuna 2,40,2024-06-23,20399
comuna 2,75,2024-07-31,31309
comuna 5,13,2024-01-30,19415
comuna 3,16,2024-01-30,43238
comuna 11,59,2024-06-25,18276
comuna 16,33,2024-06-25,44577
comuna 7,24,2024-06-23,9661
comuna 9,92,2024-07-31,25045
comuna 12,29,2024-07-31,38653
comuna 11,27,2024-06-23,34375
comuna 6,22,2024-06-25,22556
comuna 8,21,2024-06-25,47698
comuna 14,79,2024-06-23,40402
comuna 11,75,2024-06-25,38313
comuna 13,98,2024-07-31,1631
comuna 7,51,2024-06-23,15937
comuna 2,59,2024-07-31,13113
comuna 5,50,2024-01-30,40665
comuna 6,12,2024-06-23,28598
comuna 14,92,2024-06-25,26072
comuna 16,64,2024-06-23,1968
comuna 12,44,2024-01-30,42305
comuna 14,61,2024-01-30,24075
comuna 3,89,2024-06-25,3665
comuna 5,96,2024-06-25,22331
comuna 14,52,2024-06-25,21985
comuna 10,70,2024-07-31,38016
comuna 4,49,2024-01-30,16811
comuna 9,83,2024-06-23,262
comuna 5,20,2024-07-31,16747
comuna 12,17,2024-07-31,42864
comuna 16,36,2024-06-23,42334
comuna 10,30,2024-06-25,45016
comuna 14,49,2024-07-31,10343
comuna 7,60,2024-01-30,25227
comuna 6,44,2024-07-31,41344
comuna 10,94,2024-06-25,10381
comuna 1,11,2024-01-30,24187
comuna 9,23,2024-06-23,31548
comuna 7,71,2024-06-23,24543
comuna 13,68,2024-07-31,17988
comuna 2,71,2024-07-31,21589
comuna 6,80,2024-01-30,4135
comuna 2,58,2024-06-23,15760
comuna 16,44,2024-06-25,36674
comuna 8,91,2024-06-25,43871
comuna 2,73,2024-06-23,10723
comuna 4,96,2024-01-30,29152
comuna 9,96,2024-07-31,2448
comuna 16,73,2024-07-31,21027
comuna 2,97,2024-01-30,34572
comuna 10,14,2024-07-31,31816
comuna 6,97,2024-07-31,44406
comuna 5,48,2024-06-25,13397
comuna 2,26,2024-06-25,25361
comuna 10,90,2024-07-31,23977
comuna 2,89,2024-07-31,8612
comuna 3,94,2024-06-25,82
comuna 7,40,2024-06-25,21272
comuna 2,67,2024-01-30,23091
comuna 3,51,2024-01-30,23648
comuna 5,92,2024-01-30,7273
comuna 14,45,2024-01-30,3652
comuna 2,22,2024-07-31,44435
comuna 7,56,2024-07-31,35974
comuna 3,59,2024-06-23,25489
comuna 3,46,2024-06-23,43029
comuna 13,57,2024-01-30,1443
comuna 15,50,2024-07-31,12269
comuna 7,33,2024-06-23,13296
comuna 11,42,2024-01-30,43198
comuna 8,62,2024-01-30,22578
comuna 3,100,2024-07-31,25012
comuna 12,18,2024-06-25,24567
comuna 9,21,2024-01-30,23207
comuna 15,14,2024-06-23,40135
comuna 10,80,2024-07-31,18131
comuna 2,88,2024-01-30,4279
comuna 9,84,2024-06-23,10177
comuna 12,83,2024-01-30,4109
comuna 2,66,2024-07-31,27587
comuna 14,17,2024-06-25,32441
comuna 11,84,2024-07-31,37256
comuna 12,66,2024-07-31,16281
comuna 15,48,2024-07-31,17281
comuna 7,81,2024-01-30,27539
comuna 11,44,2024-07-31,14284
comuna 6,45,2024-01-30,22356
comuna 9,93,2024-01-30,11620
comuna 8,22,2024-07-31,28649
comuna 16,80,2024-07-31,36510
comuna 12,99,2024-06-23,43226
comuna 2,75,2024-01-30,7235
comuna 5,64,2024-01-30,17230
comuna 8,99,2024-06-23,31052
comuna 6,30,2024-06-23,733
comuna 7,12,2024-01-30,12139
comuna 7,86,2024-07-31,13610
comuna 11,41,2024-07-31,5152
comuna 4,98,2024-07-31,12983
comuna 8,31,2024-07-31,23010
comuna 3,57,2024-06-23,36545
comuna 14,47,2024-06-23,1899
comuna 15,54,2024-07-31,14022
comuna 4,98,2024-01-30,20044
comuna 8,57,2024-06-25,37055
comuna 9,94,2024-01-30,432
comuna 3,88,2024-07-31,5457
comuna 8,47,2024-06-23,1680
comuna 5,88,2024-01-30,11859
comuna 15,71,2024-06-25,32732
comuna 13,87,2024-06-23,29857
comuna 11,57,2024-06-25,22159
comuna 10,55,2024-06-25,23484
comuna 10,37,2024-01-30,21336
comuna 11,32,2024-07-31,48549
comuna 6,26,2024-07-31,14209
comuna 14,13,2024-07-31,1556
comuna 12,67,2024-07-31,31032
comuna 9,81,2024-01-30,37926
comuna 2,39,2024-06-23,30384
comuna 15,14,2024-06-25,40676
comuna 3,93,2024-07-31,39460
comuna 1,90,2024-06-25,39481
comuna 10,92,2024-06-25,24008
comuna 16,24,2024-06-25,32691
comuna 3,58,2024-06-23,39303
comuna 13,22,2024-07-31,8357
comuna 1,19,2024-07-31,23626
comuna 9,55,2024-07-31,32144
comuna 4,48,2024-06-23,46031
comuna 16,25,2024-06-25,27829
comuna 16,59,2024-06-23,8487
comuna 3,94,2024-01-30,28455
comuna 11,90,2024-01-30,27426
comuna 12,79,2024-07-31,27263
comuna 4,86,2024-06-23,3833
comuna 7,57,2024-06-25,43799
comuna 15,59,2024-01-30,27394
comuna 6,79,2024-06-25,48057
comuna 2,52,2024-06-25,38446
comuna 4,80,2024-06-25,22177
comuna 16,94,2024-07-31,1654
comuna 9,69,2024-06-23,35225
comuna 16,21,2024-07-31,23368
comuna 13,27,2024-01-30,31297
comuna 13,51,2024-01-30,46531
comuna 16,38,2024-07-31,26998
comuna 6,59,2024-06-25,20724
comuna 14,53,2024-07-31,36296
comuna 3,88,2024-06-23,27269
comuna 12,82,2024-07-31,17273
comuna 14,62,2024-06-23,18620
comuna 8,89,2024-06-25,19554
comuna 10,59,2024-06-25,47206
comuna 5,29,2024-06-23,22557
comuna 7,88,2024-06-23,13243
comuna 3,12,2024-06-23,40345
comuna 4,59,2024-01-30,3955
comuna 15,67,2024-07-31,30522
comuna 16,99,2024-01-30,31112
comuna 2,12,2024-07-31,21996
comuna 8,39,2024-06-23,15563
comuna 6,41,2024-06-23,27927
comuna 10,40,2024-01-30,23098
comuna 8,87,2024-06-23,37452
comuna 6,94,2024-06-23,25571
comuna 8,18,2024-07-31,14655
comuna 1,51,2024-07-31,19047
comuna 8,69,2024-06-25,21443
comuna 8,20,2024-07-31,26478
comuna 10,100,2024-06-23,2299
comuna 7,78,2024-01-30,7073
comuna 3,59,2024-06-25,26427
comuna 16,83,2024-06-23,45526
comuna 16,77,2024-06-23,15643
comuna 13,43,2024-06-25,31568
comuna 10,25,2024-06-23,13510
comuna 12,21,2024-06-23,33896
comuna 12,100,2024-01-30,35890
comuna 4,34,2024-07-31,2786
comuna 8,10,2024-01-30,33593
comuna 8,28,2024-01-30,39522
comuna 12,57,2024-06-23,4654
comuna 2,73,2024-07-31,23483
comuna 9,68,2024-01-30,35144
comuna 14,88,2024-07-31,25387
comuna 10,100,2024-06-25,2706
comuna 3,34,2024-07-31,28823
comuna 15,29,2024-06-23,18550
comuna 8,89,2024-06-25,47841
comuna 4,59,2024-07-31,29822
comuna 14,35,2024-01-30,26844
comuna 4,57,2024-06-23,19192
comuna 14,82,2024-06-25,35758
comuna 2,14,2024-06-23,18901
comuna 1,100,2024-06-25,6570
comuna 2,56,2024-06-25,21576
comuna 1,55,2024-06-23,32034
comuna 5,38,2024-07-31,2849
comuna 13,99,2024-01-30,36853
comuna 10,80,2024-06-25,46907
comuna 14,98,2024-01-30,34191
comuna 11,84,2024-06-25,16211
comuna 6,56,2024-07-31,15891
comuna 1,69,2024-01-30,4622
comuna 12,53,2024-07-31,3354
comuna 12,68,2024-01-30,1698
comuna 1,93,2024-06-23,41655
comuna 6,84,2024-06-23,37188
comuna 6,61,2024-07-31,13904
comuna 1,74,2024-01-30,37518
comuna 13,21,2024-06-23,46502
comuna 15,32,2024-06-25,310
comuna 12,14,2024-07-31,34928
comuna 3,66,2024-06-23,9480
comuna 1,83,2024-01-30,28434
comuna 10,76,2024-06-25,4843
comuna 13,35,2024-07-31,46543
comuna 6,25,2024-06-23,32469
comuna 8,52,2024-07-31,18476
comuna 14,17,2024-06-23,6890
comuna 7,45,2024-01-30,31317
comuna 11,84,2024-01-30,20599
comuna 8,33,2024-01-30,39221
comuna 4,99,2024-06-23,23064
comuna 8,15,2024-06-25,854
comuna 16,78,2024-06-23,21534
comuna 1,77,2024-06-25,23773
comuna 11,88,2024-01-30,29168
comuna 1,63,2024-01-30,8723
comuna 7,31,2024-07-31,31426
comuna 6,66,2024-06-23,26819
comuna 11,17,2024-07-31,10638
comuna 5,29,2024-06-23,45981
comuna 12,76,2024-07-31,36614
comuna 13,63,2024-06-23,32970
comuna 16,32,2024-06-23,27547
comuna 4,85,2024-06-23,24998
comuna 10,91,2024-06-25,34929
comuna 5,63,2024-06-23,43802
comuna 2,19,2024-07-31,44059
comuna 1,46,2024-06-23,30859
comuna 8,44,2024-01-30,4007
comuna 10,68,2024-06-23,11644
comuna 13,90,2024-06-25,9611
comuna 3,100,2024-06-23,30666
comuna 11,20,2024-06-23,37504
comuna 2,14,2024-06-25,25995
comuna 12,74,2024-01-30,30397
comuna 8,81,2024-01-30,47412
comuna 4,32,2024-06-25,14482
comuna 8,74,2024-07-31,12265
comuna 6,89,2024-01-30,14372
comuna 13,54,2024-07-31,16558
comuna 10,66,2024-06-25,43253
comuna 8,51,2024-01-30,34240
comuna 10,65,2024-06-23,12416
comuna 12,91,2024-06-25,27296
comuna 2,16,2024-06-25,35748
comuna 15,20,2024-06-25,10825
